#NAME	CHROM	STRAND	TX_START	TX_END
OR8D2	11	-	124319261	124320197
OR8B2	11	-	124382394	124383362
OR8B3	11	-	124396381	124397368
OR8B4	11	-	124423941	124424871
OR8B8	11	-	124440125	124441158
OR8B12	11	-	124542681	124543679
OR8A1	11	+	124569996	124571142
PANX3	11	+	124611489	124620356
TBRG1	11	+	124622879	124634802
SIAE	11	-	124633112	124673881
SPA17	11	+	124673843	124697518
NRGN	11	+	124740044	124747206
VSIG2	11	-	124747471	124752238
ESAM	11	-	124753122	124762284
MSANTD2	11	-	124766497	124800673
AP000866.1	11	-	124789243	124790069
ROBO3	11	+	124865385	124881466
ROBO4	11	-	124883690	124898281
HEPACAM	11	-	124919192	124936412
HEPN1	11	+	124919243	124920677
CCDC15	11	+	124954120	125041489
SLC37A2	11	+	125063335	125089235
TMEM218	11	-	125097529	125111613
PKNOX2	11	+	125164705	125433389
FEZ1	11	-	125445760	125496310
EI24	11	+	125569457	125584251
STT3A	11	+	125592835	125620888
CHEK1	11	+	125626557	125656335
ACRV1	11	-	125671521	125681123
PATE1	11	+	125746292	125749867
PATE2	11	-	125776112	125778819
PATE3	11	+	125788110	125791600
PATE4	11	+	125833315	125840069
HYLS1	11	+	125887781	125900617
PUS3	11	-	125893485	125903221
DDX25	11	+	125904362	125928829
CDON	11	-	125960678	126063292
RPUSD4	11	-	126202093	126211692
FAM118B	11	+	126211413	126262986
SRPR	11	-	126262918	126268959
FOXRED1	11	+	126269132	126278124
TIRAP	11	+	126283117	126294684
DCPS	11	+	126303751	126345749
ST3GAL4	11	+	126355893	126414047
KIRREL3	11	-	126423358	127000759
ETS1	11	-	128461765	128522304
FLI1	11	+	128693769	128813267
KCNJ1	11	-	128838154	128867373
C11orf45	11	-	128902556	128906035
KCNJ5	11	+	128911183	128916731
TP53AIP1	11	-	128935369	128942927
ARHGAP32	11	-	128965059	129192198
BARX2	11	+	129375939	129452279
TMEM45B	11	+	129850331	129859215
NFRKB	11	-	129864703	129894441
PRDM10	11	-	129899714	130002835
APLP2	11	+	130069905	130144811
ST14	11	+	130159561	130210376
ZBTB44	11	-	130226677	130314686
ADAMTS8	11	-	130404924	130428993
ADAMTS15	11	+	130448973	130476641
SNX19	11	-	130875435	130916509
NTM	11	+	131911002	132336822
OPCML	11	-	132414980	132943092
SPATA19	11	-	133840761	133845538
IGSF9B	11	-	133908563	133956985
JAM3	11	+	134068924	134152001
NCAPD3	11	-	134152444	134223991
VPS26B	11	+	134224676	134245729
THYN1	11	-	134248278	134253370
ACAD8	11	+	134253494	134265855
GLB1L3	11	+	134276740	134319563
GLB1L2	11	+	134331873	134376324
B3GAT1	11	-	134381644	134392353
IQSEC3	12	+	77375	171330
SLC6A12	12	-	191067	214120
SLC6A13	12	-	220624	262836
KDM5A	12	-	280128	389454
CCDC77	12	+	401575	442645
B4GALNT3	12	+	460363	563509
NINJ2	12	-	564295	663779
WNK1	12	+	752922	911452
RAD52	12	-	912544	990053
ERC1	12	+	1027746	1495924
FBXL14	12	-	1565992	1594165
WNT5B	12	+	1629196	1647243
ADIPOR2	12	+	1691026	1788678
CACNA2D4	12	-	1791956	1918836
LRTM2	12	+	1820630	1836399
DCP1B	12	-	1946053	2004511
CACNA1C	12	+	2053562	2691293
FKBP4	12	+	2794952	2805423
ITFG2	12	+	2812621	2825071
NRIP2	12	-	2825347	2835024
FOXM1	12	-	2857683	2876941
RHNO1	12	+	2877214	2889460
TULP3	12	+	2890896	2941140
TEAD4	12	+	2959413	3040673
TSPAN9	12	+	3077376	3286558
PRMT8	12	+	3491235	3593973
CRACR2A	12	-	3615327	3753102
PARP11	12	-	3808860	3873374
CCND2	12	+	4273771	4305350
TIGAR	12	+	4321204	4354593
FGF23	12	-	4368226	4379728
FGF6	12	-	4434142	4445614
C12orf4	12	-	4489414	4538508
RAD51AP1	12	+	4538889	4560048
DYRK4	12	+	4590319	4613888
AKAP3	12	-	4615508	4649047
NDUFA9	12	+	4649106	4694317
GALNT8	12	+	4720340	4772726
KCNA6	12	+	4809175	4813412
KCNA1	12	+	4909904	4918247
KCNA5	12	+	5043988	5046788
NTF3	12	+	5494131	5495159
ANO2	12	-	5562653	5946232
VWF	12	-	5948873	6124675
CD9	12	+	6200448	6238259
PLEKHG6	12	+	6310932	6328505
TNFRSF1A	12	-	6328756	6342114
SCNN1A	12	-	6346846	6375549
LTBR	12	+	6384032	6391563
CD27	12	+	6444866	6451718
TAPBPL	12	+	6452083	6462318
VAMP1	12	-	6463859	6470677
MRPL51	12	-	6491885	6493598
NCAPD2	12	+	6493378	6531955
GAPDH	12	+	6534753	6538339
IFFO1	12	-	6539527	6556071
NOP2	12	-	6556870	6568691
CHD4	12	-	6570082	6607385
LPAR5	12	-	6618834	6636447
ACRBP	12	-	6638074	6647460
ING4	12	-	6650279	6663148
ZNF384	12	-	6666729	6689292
PIANP	12	-	6693791	6700800
COPS7A	12	+	6724297	6731842
MLF2	12	-	6748794	6767475
PTMS	12	+	6766376	6770943
LAG3	12	+	6772519	6778453
CD4	12	+	6789471	6820808
GPR162	12	+	6821544	6827418
P3H3	12	+	6828409	6839851
GNB3	12	+	6840210	6847393
CDCA3	12	-	6848828	6851258
USP5	12	+	6852147	6866620
TPI1	12	+	6867530	6870828
SPSB2	12	-	6870934	6873336
LRRC23	12	+	6904905	6914243
ENO2	12	+	6915206	6923696
ATN1	12	+	6928312	6942263
C12orf57	12	+	6944022	6946002
PTPN6	12	+	6946576	6961316
PHB2	12	-	6965351	6970825
EMG1	12	+	6970892	6979941
LPCAT3	12	-	6976185	7018510
C1S	12	+	7060675	7070943
C1R	12	-	7080208	7092607
C1RL	12	-	7094553	7109273
RBP5	12	-	7123683	7128942
CLSTN3	12	+	7130198	7158945
PEX5	12	+	7189714	7210262
ACSM4	12	+	7304283	7328724
CD163L1	12	-	7354959	7444185
CD163	12	-	7470812	7503893
APOBEC1	12	-	7649399	7665893
GDF3	12	-	7689781	7695776
DPPA3	12	+	7711453	7717559
CLEC4C	12	-	7729441	7747522
NANOGNB	12	+	7765215	7774121
NANOG	12	+	7789395	7799141
SLC2A14	12	-	7813800	7873039
SLC2A3	12	-	7919229	7936275
FOXJ2	12	+	8032702	8055503
C3AR1	12	-	8058301	8066471
NECAP1	12	+	8082210	8097771
CLEC4A	12	+	8123631	8138607
ZNF705A	12	+	8172536	8180046
FAM90A1	12	-	8221262	8227618
CLEC6A	12	+	8455925	8478330
CLEC4D	12	+	8513539	8522366
CLEC4E	12	-	8533304	8540963
AICDA	12	-	8602165	8612871
MFAP5	12	-	8645955	8662812
RIMKLB	12	+	8699845	8777190
A2ML1	12	+	8822471	8876785
PHC1	12	+	8914740	8939935
M6PR	12	-	8940364	8949955
KLRG1	12	+	8989540	9010078
A2M	12	-	9067711	9116157
PZP	12	-	9148839	9208370
KLRB1	12	-	9594550	9607886
CLEC2D	12	+	9669712	9699555
CLECL1	12	-	9722494	9733299
CD69	12	-	9752485	9760901
KLRF1	12	+	9827480	9845007
CLEC2B	12	-	9852983	9870136
KLRF2	12	+	9881488	9895833
CLEC2A	12	-	9913226	9932381
CLEC12A	12	+	9951315	9985595
CLEC1B	12	-	9993060	9999280
CLEC12B	12	+	10010631	10018619
CLEC9A	12	+	10030676	10066027
CLEC1A	12	-	10069553	10098985
CLEC7A	12	-	10116776	10130241
OLR1	12	-	10158300	10172138
TMEM52B	12	+	10179012	10191801
GABARAPL1	12	+	10212927	10221969
KLRD1	12	+	10307817	10317251
KLRK1	12	-	10372979	10388976
KLRC4	12	-	10407381	10409757
RP11-277P12.6	12	-	10412311	10436001
KLRC3	12	-	10415583	10420550
KLRC2	12	-	10430598	10435993
KLRC1	12	-	10446040	10454616
EIF2S3L	12	+	10505889	10507491
MAGOHB	12	-	10604189	10613623
STYK1	12	-	10618938	10674292
YBX3	12	-	10699212	10723312
TAS2R7	12	-	10801531	10802627
TAS2R8	12	-	10806050	10807293
TAS2R9	12	-	10809136	10810168
TAS2R10	12	-	10825316	10826358
PRR4	12	-	10845848	10849475
PRH1	12	-	10880964	10884253
TAS2R13	12	-	10907925	10909562
PRH2	12	+	10929235	10932341
TAS2R14	12	-	10937405	10939263
TAS2R50	12	-	10985912	10986912
TAS2R20	12	-	10996494	10997875
TAS2R19	12	-	11021618	11022620
TAS2R31	12	-	11030386	11031407
TAS2R46	12	-	11061364	11062294
TAS2R43	12	-	11091286	11092313
TAS2R30	12	-	11132957	11134644
SMIM10L1	12	+	11171221	11176016
TAS2R42	12	-	11185992	11186937
PRB3	12	-	11265955	11269805
PRB4	12	-	11308220	11310432
PRB1	12	-	11351822	11355591
PRB2	12	-	11391539	11395565
ETV6	12	+	11649853	11895402
BCL2L14	12	+	12071467	12099695
LRP6	12	-	12116024	12266812
MANSC1	12	-	12326055	12350541
BORCS5	12	+	12357120	12469694
DUSP16	12	-	12474209	12562383
CREBL2	12	+	12611891	12645108
GPR19	12	-	12661060	12696187
CDKN1B	12	+	12717123	12722371
APOLD1	12	+	12785606	12791466
DDX47	12	+	12813345	12829981
GPRC5A	12	+	12890781	12917937
GPRC5D	12	-	12940774	12950384
HEBP1	12	-	12974863	13000273
FAM234B	12	+	13044283	13083449
GSG1	12	-	13083559	13095675
EMP1	12	+	13196715	13219939
GRIN2B	12	-	13537336	13980363
ATF7IP	12	+	14423760	14498247
PLBD1	12	-	14503660	14568349
GUCY2C	12	-	14612631	14696585
HIST4H4	12	-	14770554	14771131
H2AFJ	12	+	14774382	14775026
WBP11	12	-	14784578	14803540
C12orf60	12	+	14803571	14824415
SMCO3	12	-	14804649	14814182
ART4	12	-	14825568	14843495
MGP	12	-	14881180	14885926
ERP27	12	-	14914034	14939082
ARHGDIB	12	-	14942507	14961605
PDE6H	12	+	14973021	14981865
RERG	12	-	15107816	15218051
PTPRO	12	+	15322396	15597393
EPS8	12	-	15620982	15712993
STRAP	12	+	15882394	15903478
DERA	12	+	15911171	16037282
SLC15A5	12	-	16188484	16277685
MGST1	12	+	16353416	16364409
LMO3	12	-	16551181	16610594
RERGL	12	-	18080881	18090189
PIK3C2G	12	+	18282043	18648416
PLCZ1	12	-	18683181	18738057
CAPZA3	12	+	18738100	18739187
PLEKHA5	12	+	19129793	19376400
AEBP2	12	+	19439673	19522239
PDE3A	12	+	20369244	20684381
SLCO1C1	12	+	20695464	20753386
SLCO1B3	12	+	20815671	20916911
RP11-545J16.1	12	+	20815673	21090245
SLCO1B7	12	+	21015695	21090106
SLCO1B1	12	+	21131201	21239246
SLCO1A2	12	-	21264599	21395437
IAPP	12	+	21372883	21379978
PYROXD1	12	+	21437676	21471252
RECQL	12	-	21469801	21501551
GOLT1B	12	+	21501814	21518408
SPX	12	+	21526306	21532947
GYS2	12	-	21536188	21604847
LDHB	12	-	21635341	21657842
KCNJ8	12	-	21764954	21774821
ABCC9	12	-	21805173	21936674
CMAS	12	+	22046173	22065663
ST8SIA1	12	-	22193390	22334714
C2CD5	12	-	22448582	22544546
ETNK1	12	+	22625074	22690665
SOX5	12	-	23529499	23896026
BCAT1	12	-	24810021	24949459
LRMP	12	+	25052739	25108248
CASC1	12	-	25108419	25195144
LYRM5	12	+	25195215	25205014
KRAS	12	-	25209430	25250803
LMNTD1	12	-	25476081	25553244
RASSF8	12	+	26052563	26069011
BHLHE41	12	-	26120025	26125127
SSPN	12	+	26195495	26232955
ITPR2	12	-	26336514	26833198
ASUN	12	-	26905180	26938321
FGFR1OP2	12	+	26938499	26966650
TM7SF3	12	-	26973194	27014394
MED21	12	+	27022549	27029749
C12orf71	12	-	27081057	27082514
STK38L	12	+	27244174	27325959
ARNTL2	12	+	27333054	27420894
SMCO2	12	+	27470631	27502185
PPFIBP1	12	+	27524255	27695564
REP15	12	+	27696518	27697596
MRPS35	12	+	27710772	27756295
MANSC4	12	-	27762737	27771276
KLHL42	12	+	27780019	27803040
PTHLH	12	-	27962586	27970047
CCDC91	12	+	28257199	28550165
FAR2	12	+	29223664	29334073
ERGIC2	12	-	29337351	29381153
OVCH1	12	-	29427570	29497686
TMTC1	12	-	29500839	29784759
IPO8	12	-	30628987	30695986
CAPRIN2	12	-	30709552	30754514
TSPAN11	12	+	30926957	30996599
DDX11	12	+	31073844	31103943
OVOS2	12	-	31111780	31206154
FAM60A	12	-	31282061	31324162
DENND5B	12	-	31382222	31591097
METTL20	12	+	31659687	31673114
AMN1	12	-	31671136	31729174
H3F3C	12	-	31791184	31792241
KIAA1551	12	+	31959418	31993107
BICD1	12	+	32107228	32377877
FGD4	12	+	32502159	32646050
DNM1L	12	+	32679302	32744350
YARS2	12	-	32746543	32755902
PKP2	12	-	32790744	32896840
SYT10	12	-	33374237	33439819
ALG10	12	+	34022280	34028302
ALG10B	12	+	38316577	38329728
CPNE8	12	-	38652184	38905631
KIF21A	12	-	39294420	39442986
ABCD2	12	-	39550032	39619751
C12orf40	12	+	39626182	39721914
SLC2A13	12	-	39755020	40105859
LRRK2	12	+	40225073	40369281
CNTN1	12	+	40908353	41072406
PDZRN4	12	+	41188447	41574118
GXYLT1	12	-	42081844	42144879
YAF2	12	-	42159123	42238248
ZCRB1	12	-	42312077	42326105
PPHLN1	12	+	42326165	42447327
PRICKLE1	12	-	42459267	42483614
ADAMTS20	12	-	43353865	43551921
PUS7L	12	-	43729257	43758773
IRAK4	12	+	43758960	43786903
TWF1	12	-	43793722	43806375
TMEM117	12	+	43836097	44389758
NELL2	12	-	44508281	44876355
DBX2	12	-	45014671	45051099
ANO6	12	+	45216119	45432351
ARID2	12	+	45729664	45908040
SCAF11	12	-	45919130	45990565
SLC38A1	12	-	46188564	46269119
SLC38A2	12	-	46358188	46372867
SLC38A4	12	-	46766015	46825997
AMIGO2	12	-	47076599	47079951
PCED1B	12	+	47079602	47236662
RPAP3	12	-	47661248	47706061
ENDOU	12	-	47709744	47725536
RAPGEF3	12	-	47737245	47771034
SLC48A1	12	+	47773207	47782753
HDAC7	12	-	47782721	47819785
VDR	12	-	47841538	47905031
TMEM106C	12	+	47963619	47968878
COL2A1	12	-	47972964	48004486
SENP1	12	-	48045321	48106308
PFKM	12	+	48122646	48146404
ASB8	12	-	48147788	48157595
CCDC184	12	+	48183583	48185926
OR10AD1	12	-	48202082	48203387
H1FNT	12	+	48328979	48330279
ZNF641	12	-	48340007	48350891
ANP32D	12	+	48472664	48473624
C12orf54	12	+	48483239	48496384
OR8S1	12	+	48525631	48528103
LALBA	12	-	48567683	48570046
KANSL2	12	-	48653415	48682225
CCNT1	12	-	48688463	48716898
ADCY6	12	-	48766328	48784129
CACNB3	12	+	48818730	48828941
DDX23	12	-	48829763	48852163
RND1	12	-	48857144	48865898
RP11-302B13.5	12	-	48903502	48957365
CCDC65	12	+	48904148	48921575
FKBP11	12	-	48921958	48925827
AC073610.5	12	-	48921962	48939663
ARF3	12	-	48938924	48957445
WNT10B	12	-	48965339	48971763
WNT1	12	+	48978614	48981676
DDN	12	-	48995148	48999309
PRKAG1	12	-	49002280	49019197
KMT2D	12	-	49018974	49055324
RHEBL1	12	-	49064684	49070025
DHH	12	-	49089420	49094819
LMBR1L	12	-	49096550	49110898
TUBA1B	12	-	49127781	49131395
TUBA1A	12	-	49184958	49188899
TUBA1C	12	+	49264906	49274603
PRPH	12	+	49293701	49298686
TROAP	12	+	49323278	49331731
C1QL4	12	-	49332410	49337188
DNAJC22	12	+	49347037	49351914
SPATS2	12	+	49367509	49527226
KCNH3	12	+	49539156	49558308
MCRS1	12	-	49558362	49568101
FAM186B	12	-	49587504	49605639
PRPF40B	12	+	49623435	49644665
FMNL3	12	-	49644952	49707393
TMBIM6	12	+	49752455	49764742
NCKAP5L	12	-	49791145	49828425
BCDIN3D	12	-	49836038	49843129
FAIM2	12	-	49866895	49903887
AQP2	12	+	49950745	49958881
AQP5	12	+	49961869	49965681
AQP6	12	+	49973173	49977139
RACGAP1	12	-	49990267	50025494
ASIC1	12	+	50057703	50083611
SMARCD1	12	+	50084971	50100712
GPD1	12	+	50103818	50111319
COX14	12	+	50112236	50120451
CERS5	12	-	50129797	50167422
LIMA1	12	-	50175787	50283546
FAM186A	12	-	50327311	50396484
LARP4	12	+	50400898	50480004
DIP2B	12	+	50505106	50748667
ATF1	12	+	50764291	50821122
TMPRSS12	12	+	50842932	50887884
METTL7A	12	+	50924750	50932517
HIGD1C	12	+	50953921	50970506
SLC11A2	12	-	50987945	51026141
LETMD1	12	+	51048317	51060421
CSRNP2	12	-	51061204	51083550
TFCP2	12	-	51093662	51172881
POU6F1	12	-	51189160	51198167
DAZAP2	12	+	51238291	51243933
SMAGP	12	-	51245387	51269949
BIN2	12	-	51281037	51324198
CELA1	12	-	51328442	51346679
GALNT6	12	-	51353752	51391409
SLC4A8	12	+	51424770	51515763
SCN8A	12	+	51591235	51812864
ANKRD33	12	+	51888216	51891657
ACVRL1	12	+	51907417	51921069
ACVR1B	12	+	51951666	51997078
GRASP	12	+	52006939	52015864
NR4A1	12	+	52051441	52059507
ATG101	12	+	52069970	52077494
KRT80	12	-	52168995	52192000
KRT7	12	+	52233113	52248921
KRT81	12	-	52285912	52291534
KRT86	12	+	52301864	52309163
KRT83	12	-	52314300	52321398
KRT85	12	-	52360005	52367481
KRT84	12	-	52377811	52385652
KRT82	12	-	52393930	52406355
KRT75	12	-	52424069	52434525
KRT6B	12	-	52446650	52452126
KRT6C	12	-	52468515	52473785
KRT6A	12	-	52487173	52493257
KRT5	12	-	52514574	52520687
KRT71	12	-	52543908	52553147
KRT74	12	-	52565818	52573825
KRT72	12	-	52585588	52601538
KRT73	12	-	52607569	52618559
KRT2	12	-	52644557	52652164
KRT1	12	-	52674735	52680407
KRT77	12	-	52689625	52703463
KRT76	12	-	52768154	52777345
KRT3	12	-	52789684	52796117
KRT4	12	-	52806548	52814551
KRT79	12	-	52821446	52834295
KRT78	12	-	52838961	52848994
KRT8	12	-	52897280	52949824
KRT18	12	+	52948963	52952901
EIF4B	12	+	53006157	53042209
TNS2	12	+	53048948	53064371
SPRYD3	12	-	53064315	53079420
IGFBP6	12	+	53097444	53102340
SOAT2	12	+	53103517	53124538
CSAD	12	-	53157662	53180596
ZNF740	12	+	53180699	53195141
ITGB7	12	-	53191322	53207282
RARG	12	-	53210569	53232252
MFSD5	12	+	53252095	53254404
ESPL1	12	+	53268334	53293474
PFDN5	12	+	53295551	53299450
C12orf10	12	+	53299685	53307158
AAAS	12	-	53307455	53321631
SP7	12	-	53326578	53335754
SP1	12	+	53380193	53411630
AMHR2	12	+	53423854	53431534
PRR13	12	+	53441761	53446638
PCBP2	12	+	53452324	53479683
MAP3K12	12	-	53479668	53499615
TARBP2	12	+	53500925	53506431
NPFF	12	-	53506689	53507638
RP11-793H13.10	12	-	53506690	53625979
ATF7	12	-	53513441	53626000
ATP5G2	12	-	53665182	53676398
CALCOCO1	12	-	53711789	53727440
HOXC13	12	+	53938764	53946544
HOXC12	12	+	53954833	53958956
HOXC11	12	+	53973125	53977643
HOXC10	12	+	53985185	53990279
RP11-834C11.12	12	+	53985844	54034888
HOXC9	12	+	54000118	54003337
HOXC8	12	+	54009105	54012362
HOXC6	12	+	54028357	54030823
HOXC5	12	+	54032852	54035358
HOXC4	12	+	54053876	54056030
SMUG1	12	-	54181953	54188622
CBX5	12	-	54241754	54259545
HNRNPA1	12	+	54280192	54287087
NFE2	12	-	54292373	54301015
COPZ1	12	+	54325126	54351849
GPR84	12	-	54362446	54364487
ZNF385A	12	-	54369139	54391298
ITGA5	12	-	54395260	54419460
GTSF1	12	-	54455956	54473599
NCKAP1L	12	+	54497710	54548238
PDE1B	12	+	54549349	54579239
PPP1R1A	12	-	54579247	54588659
LACRT	12	-	54630811	54634895
DCD	12	-	54644590	54648493
MUCL1	12	+	54854536	54858393
TESPA1	12	-	54950169	54981838
NEUROD4	12	+	55019944	55030014
OR9K2	12	+	55129680	55130802
OR10A7	12	+	55221024	55221975
OR6C74	12	+	55247197	55248302
OR6C6	12	-	55294287	55295232
OR6C1	12	+	55320560	55321624
OR6C3	12	+	55331700	55332636
OR6C75	12	+	55365110	55366049
OR6C65	12	+	55400429	55401505
OR6C76	12	+	55426253	55427192
OR6C2	12	+	55452213	55453152
OR6C70	12	-	55469199	55470138
OR6C68	12	+	55492377	55493316
OR6C4	12	+	55551198	55552244
OR2AP1	12	+	55574414	55575344
OR10P1	12	+	55636859	55637854
METTL7B	12	+	55681545	55684611
ITGA7	12	-	55684567	55707898
RP11-644F5.10	12	+	55716035	55724703
BLOC1S1	12	+	55716036	55719703
RDH5	12	+	55720412	55724705
CD63	12	-	55725486	55729220
GDF11	12	+	55743279	55757278
SARNP	12	-	55757273	55817756
RP11-762I7.5	12	-	55757274	55827546
ORMDL2	12	+	55818329	55820513
DNAJC14	12	-	55821750	55830558
MMP19	12	-	55836425	55842922
PYM1	12	-	55901412	55927913
DGKA	12	+	55932057	55954027
PMEL	12	-	55954105	55966736
CDK2	12	+	55966768	55972784
RAB5B	12	+	55974010	55996683
SUOX	12	+	56001497	56005525
IKZF4	12	+	56021079	56035698
RPS26	12	+	56041892	56044223
ERBB3	12	+	56079860	56103505
RP11-603J24.9	12	+	56101330	56109289
PA2G4	12	+	56104318	56113861
RPL41	12	+	56116589	56117832
ZC3H10	12	+	56118158	56127514
ESYT1	12	+	56128055	56144671
MYL6B	12	+	56152438	56157976
MYL6	12	+	56158395	56160945
SMARCC2	12	-	56163344	56189548
RNF41	12	-	56206446	56221933
NABP2	12	+	56224400	56229844
SLC39A5	12	+	56230651	56237846
ANKRD52	12	-	56237806	56258391
COQ10A	12	+	56266857	56270964
CS	12	-	56271700	56300392
RP11-977G19.10	12	-	56285915	56315943
CNPY2	12	-	56310427	56316336
PAN2	12	-	56316935	56334053
IL23A	12	+	56338874	56340410
STAT2	12	-	56342709	56360074
APOF	12	-	56360568	56362823
TIMELESS	12	-	56416372	56449399
MIP	12	-	56449501	56454642
SPRYD4	12	+	56468566	56479707
GLS2	12	-	56470951	56488397
RBMS2	12	+	56521928	56596196
BAZ2A	12	-	56595929	56636379
ATP5B	12	-	56638178	56646068
PTGES3	12	-	56663342	56688300
NACA	12	-	56712503	56725354
PRIM1	12	-	56731621	56752335
HSD17B6	12	+	56763323	56787790
SDR9C7	12	-	56923153	56934405
RDH16	12	-	56951430	56958319
GPR182	12	+	56994445	56998441
ZBTB39	12	-	56998833	57006446
TAC3	12	-	57012377	57028883
MYO1A	12	-	57028516	57050765
NEMP1	12	-	57055642	57078763
NAB2	12	+	57088893	57095476
STAT6	12	-	57096364	57111374
LRP1	12	+	57128498	57213351
NXPH4	12	+	57216794	57226449
SHMT2	12	+	57229326	57234931
NDUFA4L2	12	-	57234904	57240692
STAC3	12	-	57243452	57251193
R3HDM2	12	-	57253764	57310463
INHBC	12	+	57434759	57450828
INHBE	12	+	57455320	57458008
GLI1	12	+	57460137	57472262
ARHGAP9	12	-	57472254	57479850
MARS	12	+	57487956	57516649
DDIT3	12	-	57516592	57520517
MBD6	12	+	57522743	57530148
DCTN2	12	-	57530101	57547331
KIF5A	12	+	57549997	57586632
PIP4K2C	12	+	57591273	57603248
DTX3	12	+	57604823	57609803
ARHGEF25	12	+	57610179	57617243
SLC26A10	12	+	57619909	57626131
B4GALNT1	12	-	57625894	57633355
OS9	12	+	57694120	57721555
AGAP2	12	-	57723760	57742157
TSPAN31	12	+	57744880	57748232
CDK4	12	-	57747726	57752521
MARCH9	12	+	57755097	57760407
CYP27B1	12	-	57762338	57767251
METTL1	12	-	57768470	57772793
METTL21B	12	+	57772599	57782403
RP11-571M6.15	12	+	57773052	57786247
TSFM	12	+	57782588	57797584
AVIL	12	-	57797881	57816471
CTDSP2	12	-	57819926	57846739
XRCC6BP1	12	+	57941576	57957269
LRIG3	12	-	58872148	58920522
SLC16A7	12	+	59689336	59789855
FAM19A2	12	-	61708273	62258823
USP15	12	+	62260337	62416389
MON2	12	+	62466816	62600479
PPM1H	12	-	62643981	62935037
AVPR1A	12	-	63142758	63150942
DPY19L2	12	-	63558912	63668577
TMEM5	12	+	63779802	63809520
SRGAP1	12	+	63844292	64162221
C12orf66	12	-	64191082	64222291
C12orf56	12	-	64264761	64390691
XPOT	12	+	64404349	64451127
TBK1	12	+	64451879	64502108
RASSF3	12	+	64610512	64697567
GNS	12	-	64713448	64759447
TBC1D30	12	+	64824571	64875788
WIF1	12	-	65050625	65121566
LEMD3	12	+	65169570	65248327
MSRB3	12	+	65278986	65466898
HMGA2	12	+	65824130	65966295
LLPH	12	-	66123306	66130702
TMBIM4	12	-	66137959	66169896
IRAK3	12	+	66188878	66254622
HELB	12	+	66302544	66347645
GRIP1	12	-	66347430	66678973
CAND1	12	+	67269280	67319951
DYRK2	12	+	67648720	67665406
IFNG	12	-	68154767	68159747
IL26	12	-	68201350	68225821
IL22	12	-	68248244	68253504
MDM1	12	-	68294567	68332332
RAP1B	12	+	68610907	68659401
NUP107	12	+	68686733	68745809
SLC35E3	12	+	68746105	68781467
MDM2	12	+	68808175	68850686
CPM	12	-	68855756	68963269
CPSF6	12	+	69239536	69274358
LYZ	12	+	69348340	69354234
YEATS4	12	+	69359702	69390796
FRS2	12	+	69557788	69579789
CCT2	12	+	69585333	69601570
LRRC10	12	-	69608563	69611162
BEST3	12	-	69653608	69699416
RAB3IP	12	+	69739389	69823204
MYRFL	12	+	69825303	69958723
CNOT2	12	+	70243029	70354993
AC092881.1	12	-	70321676	70324274
KCNMB4	12	+	70366275	70434292
PTPRB	12	-	70515865	70637440
PTPRR	12	-	70638081	70920843
TSPAN8	12	-	71125100	71157899
LGR5	12	+	71439769	71586310
ZFC3H1	12	-	71609471	71663969
THAP2	12	+	71663008	71680639
TMEM19	12	+	71686086	71705046
RAB21	12	+	71754873	71800285
TBC1D15	12	+	71839758	71923645
TPH2	12	+	71938845	72032441
TRHDE	12	+	72272682	72670757
ATXN7L3B	12	+	74537826	74545430
KCNC2	12	-	75040077	75209868
CAPS2	12	-	75275978	75330056
GLIPR1L1	12	+	75334682	75370560
GLIPR1L2	12	+	75391108	75424040
GLIPR1	12	+	75480679	75503853
KRR1	12	-	75490860	75511621
PHLDA1	12	-	76025446	76033932
NAP1L1	12	-	76047154	76084666
BBS10	12	-	76344473	76348442
OSBPL8	12	-	76351799	76559809
ZDHHC17	12	+	76763587	76853696
CSRP2	12	-	76858841	76879023
E2F7	12	-	77021246	77065580
NAV3	12	+	77831288	78210638
SYT1	12	+	79045630	79450294
PAWR	12	-	79584873	79691097
PPP1R12A	12	-	79773567	79935198
OTOGL	12	+	80209452	80379090
PTPRQ	12	+	80444167	80680234
MYF6	12	+	80707497	80709474
MYF5	12	+	80716911	80719673
LIN7A	12	-	80792519	80937925
ACSS3	12	+	81077210	81261205
PPFIA2	12	-	81258265	81759330
CCDC59	12	-	82352305	82358788
METTL25	12	+	82358496	82479236
TMTC2	12	+	82686879	83134852
SLC6A15	12	-	84859487	84912876
TSPAN19	12	-	85014316	85036257
LRRIQ1	12	+	85036370	85245105
ALX1	12	+	85280106	85301784
RASSF9	12	-	85800696	85836570
NTS	12	+	85874296	85882992
MGAT4C	12	-	85979012	86256305
C12orf50	12	-	87980034	88029412
C12orf29	12	+	88035445	88050160
CEP290	12	-	88049019	88142216
TMTC3	12	+	88142295	88199887
KITLG	12	-	88496581	88580461
DUSP6	12	-	89347231	89353271
POC1B	12	-	89419717	89526024
GALNT4	12	-	89519407	89524806
POC1B-GALNT4	12	-	89519407	89526198
ATP2B1	12	-	89588071	89708831
CCER1	12	-	90952214	90955176
EPYC	12	-	90963678	91005026
KERA	12	-	91050490	91057983
LUM	12	-	91102628	91111831
DCN	12	-	91145735	91182824
AC123512.1	12	-	91986625	91993403
AC123512.2	12	-	91986681	91993403
AC123512.3	12	-	91987577	91993403
BTG1	12	-	92140277	92145897
