#NAME	CHROM	STRAND	TX_START	TX_END
HCN3	1	+	155247373	155259639
PKLR	1	-	155260043	155271225
FDPS	1	+	155278642	155290456
RUSC1	1	+	155294303	155300903
YY1AP1	1	-	155629233	155658447
DAP3	1	+	155658848	155708801
GON4L	1	-	155719507	155829191
RIT1	1	-	155867598	155881195
KIAA0907	1	-	155882833	155904188
RXFP4	1	+	155911500	155912740
ARHGEF2	1	-	155916641	155947951
SSR2	1	-	155978838	155990750
UBQLN4	1	-	156005091	156023585
LAMTOR2	1	+	156024542	156028301
RAB25	1	+	156030950	156040305
MEX3A	1	-	156041803	156051789
SEMA4A	1	+	156119809	156147535
SLC25A44	1	+	156163879	156182587
PMF1	1	+	156182797	156209833
PMF1-BGLAP	1	+	156182797	156213054
BGLAP	1	+	156211752	156213112
PAQR6	1	-	156213205	156217881
TMEM79	1	+	156252738	156262234
GLMP	1	-	156262478	156265463
VHLL	1	-	156268414	156269090
CCT3	1	-	156278758	156308256
TSACC	1	+	156307104	156316786
RHBG	1	+	156339002	156355011
C1orf61	1	-	156374048	156386631
MEF2D	1	-	156433518	156470620
TTC24	1	+	156549518	156556562
APOA1BP	1	+	156561553	156564091
GPATCH4	1	-	156564278	156571275
HAPLN2	1	+	156589085	156595517
BCAN	1	+	156611739	156629320
NES	1	-	156638554	156647189
CRABP2	1	-	156669397	156675393
ISG20L2	1	-	156691682	156698227
RRNAD1	1	+	156698266	156706741
MRPL24	1	-	156707094	156710880
HDGF	1	-	156711898	156721536
SH2D2A	1	-	156776034	156786654
INSRR	1	-	156809854	156828810
NTRK1	1	+	156830685	156851434
PEAR1	1	+	156863511	156886221
ARHGEF11	1	-	156904631	157015162
ETV3L	1	-	157061835	157069600
ETV3	1	-	157090982	157108159
FCRL5	1	-	157483166	157522310
FCRL3	1	-	157646271	157670647
FCRL2	1	-	157715522	157746912
FCRL1	1	-	157764650	157789895
KIRREL	1	+	157963399	158065443
CD1D	1	+	158149736	158154686
CD1A	1	+	158223926	158228059
CD1C	1	+	158259575	158263420
CD1B	1	-	158297740	158301321
CD1E	1	+	158323539	158326738
OR10T2	1	-	158368311	158369256
OR10K2	1	-	158389717	158390656
OR10K1	1	+	158435351	158436293
OR10R2	1	+	158449667	158450675
OR6Y1	1	-	158516917	158517895
OR6P1	1	-	158532440	158533394
OR10X1	1	-	158548708	158549689
OR10Z1	1	+	158576228	158577170
OR6K2	1	-	158669467	158670442
OR6K3	1	-	158686957	158687905
OR6K6	1	+	158724509	158725681
OR6N1	1	-	158735533	158736472
OR6N2	1	-	158746471	158747425
MNDA	1	+	158801106	158819294
PYHIN1	1	+	158901341	158946844
AIM2	1	-	159032273	159046691
CADM3	1	+	159141398	159171802
ACKR1	1	+	159173096	159176288
FCER1A	1	+	159259503	159278014
OR10J3	1	-	159283459	159284449
OR10J4	1	+	159401993	159402928
OR10J1	1	+	159409511	159410601
OR10J5	1	-	159504867	159505797
APCS	1	+	159557614	159558655
CRP	1	-	159682078	159684379
DUSP23	1	+	159750721	159752333
SLAMF8	1	+	159796539	159807039
C1orf204	1	-	159804263	159825137
VSIG8	1	-	159824105	159832447
CFAP45	1	-	159842153	159869953
AL590560.1	1	-	159879883	159880159
TAGLN2	1	-	159887896	159895522
SLAMF9	1	-	159921281	159924044
PIGM	1	-	159997462	160001781
KCNJ9	1	+	160051359	160060353
IGSF8	1	-	160061129	160068479
ATP1A2	1	+	160085562	160113381
ATP1A4	1	+	160121359	160156767
PEA15	1	+	160175126	160185166
DCAF8	1	-	160185504	160232241
RP11-574F21.3	1	-	160187253	160254920
PEX19	1	-	160246601	160254936
NCSTN	1	+	160313061	160328742
NHLH1	1	+	160336856	160342638
VANGL2	1	+	160370375	160398468
SLAMF6	1	-	160454819	160493052
CD84	1	-	160510887	160549263
SLAMF1	1	-	160577889	160617085
CD48	1	-	160648535	160681641
SLAMF7	1	+	160709054	160724611
LY9	1	+	160765947	160798051
ITLN1	1	-	160846328	160854960
ITLN2	1	-	160914814	160924589
F11R	1	-	160965000	160991138
RP11-544M22.13	1	-	160967746	161008734
TSTD1	1	-	161007420	161008780
USF1	1	-	161009040	161014731
ARHGAP30	1	-	161016737	161039735
AL591806.1	1	+	161035654	161035943
PVRL4	1	-	161040784	161059389
KLHDC9	1	+	161068183	161070136
NIT1	1	+	161087890	161090857
DEDD	1	-	161090763	161102458
UFC1	1	+	161123541	161128646
USP21	1	+	161129253	161135504
PPOX	1	+	161136199	161141008
B4GALT3	1	-	161141099	161147275
ADAMTS4	1	-	161154097	161168846
NDUFS2	1	+	161169104	161184185
FCER1G	1	+	161185086	161189038
AL590714.1	1	+	161190159	161192296
APOA2	1	-	161192081	161193418
TOMM40L	1	+	161195792	161200397
NR1I3	1	-	161199455	161208092
PCP4L1	1	+	161228516	161255240
MPZ	1	-	161274524	161279762
SDHC	1	+	161284046	161345130
CFAP126	1	-	161334520	161337664
HSPA6	1	+	161494329	161496700
FCGR3A	1	-	161511552	161519818
FCGR2C	1	+	161551129	161569593
FCGR3B	1	-	161592985	161601753
FCGR2B	1	+	161632950	161648444
FCRLA	1	+	161676761	161684138
FCRLB	1	+	161691352	161697933
DUSP12	1	+	161719559	161726952
OLFML2B	1	-	161952981	161993644
C1orf111	1	-	162342992	162346660
C1orf226	1	+	162348630	162353501
SH2D1B	1	-	162365055	162381916
UHMK1	1	+	162467632	162499400
UAP1	1	+	162531322	162569627
HSD17B7	1	+	162760535	162782319
CCDC190	1	-	162824086	162829454
RGS4	1	+	163038934	163046592
RGS5	1	-	163112093	163172903
LRRC52	1	+	165513243	165533198
MGST3	1	+	165600097	165624857
ALDH9A1	1	-	165631452	165668100
TMCO1	1	-	165696031	165738139
AL626787.1	1	-	166026678	166028709
POGK	1	+	166808693	166825581
TADA1	1	-	166825746	166845564
ILDR2	1	-	166877427	166944561
GPA33	1	-	167022072	167059868
DUSP27	1	+	167063281	167098366
CD247	1	-	167399876	167487775
CREG1	1	-	167510249	167523004
MPZL1	1	+	167691186	167761156
ADCY10	1	-	167778881	167883340
GPR161	1	-	168053996	168105624
SFT2D2	1	+	168195245	168222263
TBX19	1	+	168250277	168283664
XCL2	1	-	168510002	168513235
XCL1	1	+	168545710	168551315
CCDC181	1	-	169364107	169396712
SLC19A2	1	-	169433146	169455241
F5	1	-	169483403	169555826
SELP	1	-	169558089	169599350
SELL	1	-	169659807	169680839
SELE	1	-	169691781	169703203
METTL18	1	-	169761669	169763830
C1orf112	1	+	169764189	169823221
SCYL3	1	-	169822214	169858029
GORAB	1	+	170501269	170522587
FMO3	1	+	171060017	171086959
FMO1	1	+	171217609	171255117
PRRC2C	1	+	171454694	171562650
MYOC	1	-	171604556	171621823
METTL13	1	+	171750841	171766857
C1orf105	1	+	172389827	172437969
PIGC	1	-	172410596	172413200
SUCO	1	+	172502356	172580971
FASLG	1	+	172628157	172636014
TNFSF4	1	-	173152873	173176452
PRDX6	1	+	173446404	173457946
ANKRD45	1	-	173578699	173639001
KLHL20	1	+	173684122	173755840
CENPL	1	-	173768987	173793270
ZBTB37	1	+	173837492	173855774
SERPINC1	1	-	173872946	173886516
GPR52	1	+	174417248	174418336
CACYBP	1	+	174968868	174980846
MRPS14	1	-	174982093	174992561
KIAA0040	1	-	175126122	175161929
SEC16B	1	-	177898280	177939050
TEX35	1	+	178482211	178491784
C1ORF220	1	+	178511949	178517579
ANGPTL1	1	-	178818839	178840187
TOR3A	1	+	179050511	179065131
AL160286.1	1	-	179443715	179457805
NPHS2	1	-	179519673	179545068
FAM163A	1	+	179712297	179785333
IFRG15	1	-	179833915	179834311
TOR1AIP1	1	+	179851446	179894135
QSOX1	1	+	180123968	180173165
KIAA1614	1	+	180882324	180920750
AL162431.1	1	+	180941694	180949868
STX6	1	-	180941860	180992047
IER5	1	+	181057847	181062035
ZNF648	1	-	182023704	182030847
GLUL	1	-	182350838	182361341
TEDDM1	1	-	182367251	182369751
RNASEL	1	-	182542768	182558391
RGS16	1	-	182567757	182573543
RGS8	1	-	182615238	182641064
NPL	1	+	182761393	182799267
SHCBP1L	1	-	182868999	182922505
LAMC2	1	+	183155422	183214035
NCF2	1	-	183524697	183560011
ARPC5	1	-	183589980	183604861
APOBEC4	1	-	183615538	183622448
COLGALT2	1	-	183904970	184006863
RNF2	1	+	185014495	185071740
TRMT1L	1	-	185087229	185126113
IVNS1ABP	1	-	185265519	185286461
PRG4	1	+	186265410	186283694
TPR	1	-	186280783	186344457
AL596220.1	1	-	186364122	186365908
OCLM	1	+	186369703	186370587
PDC	1	-	186412697	186430254
RGS21	1	+	192286121	192336415
RGS1	1	+	192544856	192549161
RGS13	1	+	192605267	192629436
RGS2	1	+	192778170	192781413
UCHL5	1	-	192981379	193028626
TROVE2	1	+	193028551	193054011
B3GALT2	1	-	193148174	193155784
CFH	1	+	196621007	196716634
CFHR3	1	+	196743924	196763203
CFHR1	1	+	196788886	196801319
CFHR2	1	+	196912910	196928356
CFHR5	1	+	196946685	196978804
F13B	1	-	197008320	197036397
ASPM	1	-	197053257	197115824
C1orf53	1	+	197871776	197876497
LHX9	1	+	197886528	197904606
ATP6V1G3	1	-	198492351	198509865
ZNF281	1	-	200374067	200379184
DDX59	1	-	200613166	200639097
GPR25	1	+	200842165	200843251
C1orf106	1	+	200863948	200882856
KIF21B	1	-	200942934	200992828
ASCL5	1	-	201083080	201084500
TMEM9	1	-	201103899	201123622
PKP1	1	+	201252579	201302121
TNNT2	1	-	201328136	201342382
TNNI1	1	-	201373624	201390874
PHLDA3	1	-	201433510	201438312
SHISA4	1	+	201857835	201861434
LMOD1	1	-	201865579	201915715
TIMM17A	1	+	201924618	201939789
RNPEP	1	+	201951751	201975275
GPR37L1	1	+	202091985	202102720
PTPN7	1	-	202116140	202130709
UBE2T	1	-	202300784	202311108
RABIF	1	-	202848084	202858263
KLHL12	1	-	202860227	202896390
ADIPOR1	1	-	202909950	202927517
CYB5R1	1	-	202930996	202936408
TMEM183A	1	+	202976513	202993976
MYOG	1	-	203052259	203055164
ADORA1	1	+	203059781	203136532
MYBPH	1	-	203136938	203144941
CHI3L1	1	-	203148058	203155877
CHIT1	1	-	203185206	203198799
BTG2	1	+	203274663	203278730
FMOD	1	-	203309755	203320617
PRELP	1	+	203444955	203460480
OPTC	1	+	203463270	203477992
LAX1	1	+	203734303	203745245
ZBED6	1	+	203765436	203769686
SNRPE	1	+	203830742	203839678
ETNK2	1	-	204100189	204121131
REN	1	-	204123946	204135450
KISS1	1	-	204159468	204165614
GOLT1A	1	-	204167287	204183220
PPP1R15B	1	-	204372514	204380919
PIK3C2B	1	-	204391755	204459552
MDM4	1	+	204485510	204527248
CNTN2	1	+	205012324	205047627
TMEM81	1	-	205052256	205053588
RBBP5	1	-	205055269	205091143
TMCC2	1	+	205197303	205242471
NUAK2	1	-	205271186	205290919
KLHDC8A	1	-	205305192	205326218
CDK18	1	+	205473725	205500914
MFSD4	1	+	205538104	205572046
ELK4	1	-	205577070	205601090
SLC45A3	1	-	205626978	205649587
NUCKS1	1	-	205681946	205719404
AC119673.1	1	+	205682496	205684153
RAB29	1	-	205737113	205744574
SLC41A1	1	-	205758220	205782304
PM20D1	1	-	205797149	205819245
SLC26A9	1	-	205882175	205912588
FAM72A	1	+	206138456	206155151
AVPR1B	1	+	206223975	206231639
C1orf186	1	-	206238871	206288647
CTSE	1	+	206317458	206332104
IKBKE	1	+	206643790	206670223
EIF2D	1	-	206764973	206785812
DYRK3	1	+	206808880	206822538
MAPKAPK2	1	+	206858381	206907628
IL10	1	-	206940946	206945839
IL19	1	+	206972214	207016326
IL20	1	+	207038698	207042568
IL24	1	+	207070788	207077210
PIGR	1	-	207101862	207119811
FCAMR	1	-	207131311	207143970
C1orf116	1	-	207191865	207206092
YOD1	1	-	207217193	207224422
PFKFB2	1	+	207226604	207251168
C4BPB	1	+	207262186	207273338
C4BPA	1	+	207277606	207318317
CD55	1	+	207494852	207534311
CR2	1	+	207627574	207663240
CD46	1	+	207925401	207968858
CD34	1	-	208054316	208084747
CAMK1G	1	+	209757061	209787283
LAMB3	1	-	209788214	209825811
G0S2	1	+	209848764	209849733
HSD11B1	1	+	209859524	209908294
TRAF3IP3	1	+	209929393	209955660
C1orf74	1	-	209952552	209957904
DIEXF	1	+	210001351	210030910
SERTAD4	1	+	210406143	210419600
RCOR3	1	+	211432774	211487361
TRAF5	1	+	211499956	211548282
RD3	1	-	211649863	211666259
SLC30A1	1	-	211744909	211752084
NEK2	1	-	211836113	211848960
DTL	1	+	212208918	212278348
TMEM206	1	-	212537272	212588237
NENF	1	+	212606228	212619721
ATF3	1	+	212738675	212794114
FAM71A	1	+	212797815	212800120
NSL1	1	-	212910297	212965124
TATDN3	1	+	212965169	212989968
SPATA45	1	-	213003482	213020991
FLVCR1	1	+	213031596	213072705
VASH2	1	+	213123976	213164252
ANGEL2	1	-	213165523	213189168
SMYD2	1	+	214454575	214510474
TGFB2	1	+	218519576	218617961
LYPLAL1	1	+	219347185	219386207
SLC30A10	1	-	220088495	220101944
BPNT1	1	-	220230823	220263195
IARS2	1	+	220267443	220321383
AC096644.1	1	-	220603285	220608023
C1orf115	1	+	220863186	220872499
MARC2	1	+	220921675	220958157
HLX	1	+	221052741	221058401
HHIPL2	1	-	222695601	222721445
TAF1A	1	-	222731243	222763275
AIDA	1	-	222841354	222885866
BROX	1	+	222885894	222908538
FAM177B	1	+	222910648	222923538
DISP1	1	+	223101765	223179337
TLR5	1	-	223282747	223310629
CCDC185	1	+	223566758	223568812
CAPN2	1	+	223900033	223963720
AC138393.1	1	-	224215759	224216371
FBXO28	1	+	224301788	224349749
DEGS1	1	+	224370872	224381143
NVL	1	-	224415035	224518089
CNIH4	1	+	224544551	224567154
WDR26	1	-	224572844	224622001
LBR	1	-	225589203	225615737
AC092811.1	1	+	225600403	225602040
EPHX1	1	+	225997796	226033260
TMEM63A	1	-	226033236	226070069
LEFTY1	1	-	226073981	226076846
PYCR2	1	-	226107577	226111959
LEFTY2	1	-	226124303	226129189
SDE2	1	-	226170402	226187032
H3F3A	1	+	226249551	226259224
MIXL1	1	+	226411318	226414755
PARP1	1	-	226548391	226595774
PSEN2	1	+	227058263	227083803
JMJD4	1	-	227918924	227922984
PRSS38	1	+	228003393	228034171
WNT9A	1	-	228106356	228135599
ARF1	1	+	228270360	228286912
C1orf35	1	-	228288431	228291163
MRPL55	1	-	228294379	228296445
GUK1	1	+	228327662	228336541
GJC2	1	+	228337552	228347527
IBA57	1	+	228353515	228369958
C1orf145	1	-	228391206	228401361
TRIM17	1	-	228595640	228603730
HIST3H3	1	-	228612545	228613026
HIST3H2A	1	-	228644679	228645574
HIST3H2BB	1	+	228645807	228648171
RNF187	1	+	228674761	228683467
RHOU	1	+	228870823	228882416
TMEM78	1	+	229385382	229387557
RAB4A	1	+	229406878	229441641
SPHAR	1	+	229440603	229441251
CCSAP	1	-	229456751	229478688
ACTA1	1	-	229566991	229569841
ABCB10	1	-	229652328	229694442
TAF5L	1	-	229728857	229750229
PGBD5	1	-	230458993	230513391
AGT	1	-	230838268	230850043
CAPN9	1	+	230883129	230937518
C1orf198	1	-	230972864	231004399
ARV1	1	+	231114794	231136341
FAM89A	1	-	231154703	231175992
C1orf131	1	-	231359508	231376913
GNPAT	1	+	231376955	231413719
SPRTN	1	+	231473793	231490769
EGLN1	1	-	231499496	231560790
TSNAX	1	+	231664398	231702270
MAP10	1	+	232940637	232944153
NTPCR	1	+	233086369	233119628
RP5-862P8.2	1	+	233463513	233520894
KCNK1	1	+	233749749	233808258
COA6	1	+	234509213	234519794
TARBP1	1	-	234527058	234614849
IRF2BP2	1	-	234740014	234745271
RBM34	1	-	235294497	235324772
GGPS1	1	+	235490664	235506408
ERO1B	1	-	236378854	236445285
ACTN2	1	+	236849807	236927931
MT1HL1	1	-	237167402	237167718
ZP4	1	-	238041163	238054222
MTRNR2L11	1	-	238107023	238108575
AL646016.1	1	-	240629182	240643504
GREM2	1	-	240652872	240775449
FH	1	-	241660902	241683061
OPN3	1	-	241756425	241803663
CHML	1	-	241792154	241799232
EXO1	1	+	242011481	242053241
BECN2	1	+	242121068	242122364
MAP1LC3C	1	-	242158791	242162375
AC092782.1	1	+	243388057	243395911
ZBTB18	1	+	244214584	244220778
AL590483.1	1	+	244227631	244231211
C1orf100	1	+	244515936	244552393
COX20	1	+	244998623	245008359
RP11-11N7.5	1	-	245008468	245018799
HNRNPU	1	-	245014467	245027844
TFB2M	1	-	246703861	246729626
SCCPDH	1	+	246887348	246931439
ZNF695	1	-	247148624	247171358
ZNF669	1	-	247263292	247267674
OR2B11	1	-	247614330	247615284
OR2C3	1	-	247693433	247697141
OR2G2	1	+	247751661	247752615
OR2G3	1	+	247768887	247769817
OR13G1	1	-	247835419	247836343
OR6F1	1	-	247875130	247876057
OR14A2	1	-	247886400	247887345
OR14K1	1	+	247901916	247902861
OR1C1	1	-	247920763	247921708
OR14A16	1	-	247978101	247979031
OR11L1	1	-	248004229	248005198
TRIM58	1	+	248020500	248041507
OR2W3	1	+	248058888	248059833
OR2T8	1	+	248084319	248085258
OR2AJ1	1	+	248097070	248098057
OR2L8	1	+	248112159	248113098
OR2AK2	1	+	248128534	248129641
OR2L5	1	+	248185249	248186188
OR2L2	1	+	248201569	248202508
OR2L3	1	+	248223983	248224922
OR2M5	1	+	248308449	248309388
OR2M2	1	+	248343287	248344331
OR2M3	1	+	248366369	248367308
OR2M4	1	+	248402230	248403166
OR2T33	1	-	248436153	248437116
OR2T12	1	-	248457917	248458880
OR2M7	1	-	248486931	248487870
OR2T4	1	+	248524882	248525929
OR2T6	1	+	248550909	248551836
OR2T1	1	+	248569295	248570405
OR2T2	1	+	248616098	248617073
OR2T3	1	+	248636651	248637608
OR2T5	1	+	248651889	248652837
OR2G6	1	+	248684947	248685898
OR2T29	1	-	248721844	248722792
OR2T34	1	-	248737101	248738058
OR2T10	1	-	248756130	248757069
OR2T11	1	-	248789419	248790491
OR2T35	1	-	248801587	248802559
OR2T27	1	-	248813231	248814185
OR14I1	1	-	248844669	248845605
LYPD8	1	-	248902715	248903150
SH3BP5L	1	-	249104649	249120832
ZNF672	1	+	249132478	249143716
ZNF692	1	-	249144204	249153271
PGBD2	1	+	249200441	249212772
NCKAP5	2	-	133429371	134326031
SPATS2L	2	+	201170615	201343253
FAM49A	2	-	16730726	16847102
LTBP1	2	+	33172038	33624426
NRXN1	2	-	50148876	51259338
AFF3	2	-	100167582	100722590
LRP1B	2	-	140988991	142889270
PKP4	2	+	159313623	159537941
XIRP2	2	+	167744996	168116263
TMEFF2	2	-	192814742	193060435
NYAP2	2	+	226265363	226518734
TRPM8	2	+	234826042	234928166
SNTG2	2	+	946553	1371385
MYT1L	2	-	1795013	2334888
ASAP2	2	+	9346893	9545807
HPCAL1	2	+	10443032	10567735
VSNL1	2	+	17720392	17836795
LDAH	2	-	20884813	21022874
ATAD2B	2	-	23971533	24149984
TMEM214	2	+	27255821	27264563
BRE	2	+	28113616	28561768
CLIP4	2	+	29336861	29404789
EHD3	2	+	31457202	31492313
YIPF4	2	+	32502978	32541663
CRIM1	2	+	36583068	36778278
HNRNPLL	2	-	38789119	38830108
ABCG5	2	-	44039610	44065958
PRKCE	2	+	45878912	46415129
TTC7A	2	+	47168312	47303274
FSHR	2	-	49189295	49381676
ACYP2	2	+	54342640	54532437
CCDC88A	2	-	55514977	55646992
GKN1	2	+	69201704	69208106
NAGK	2	+	71295751	71305695
RP11-287D1.3	2	-	74438730	74590504
SLC4A5	2	-	74443369	74561320
LRRTM4	2	-	76975678	77749399
CTNNA2	2	+	79412356	80875904
DNAH6	2	+	84743578	85046713
ATOH8	2	+	85981016	86015189
CD8A	2	-	87011733	87035519
RGPD2	2	-	88055473	88125471
ANKRD39	2	-	97513721	97523832
TMEM131	2	-	98372802	98612354
TSGA10	2	-	99613723	99771380
TBC1D8	2	-	101624078	101767715
IL1R1	2	+	102759245	102796334
TGFBRAP1	2	-	105880847	105924778
SH3RF3	2	+	109745803	110262209
TTL	2	+	113239730	113299316
DPP10	2	+	115919683	116600476
PTPN4	2	+	120517206	120741394
GLI2	2	+	121549984	121750229
TMEM163	2	-	135213329	135476570
R3HDM1	2	+	136289082	136482840
THSD7B	2	+	137523114	138435287
NXPH2	2	-	139428341	139537918
KYNU	2	+	143635066	143813401
GTDC1	2	-	144695634	144993307
MBD5	2	+	148778579	149274540
LYPD6B	2	+	149894980	150071776
GALNT13	2	+	154728425	155310361
BAZ2B	2	-	160175489	160473203
SLC4A10	2	+	162480847	162841792
KCNH7	2	-	163227916	163695128
COBLL1	2	-	165541274	165697922
STK39	2	-	168810529	169104651
ABCB11	2	-	169779447	169887832
UBR3	2	+	170683967	170940641
TLK1	2	-	171847332	172017343
AC013461.1	2	+	173940441	174131511
OLA1	2	-	174937174	175113426
AGPS	2	+	178257371	178408564
PRKRA	2	-	179296140	179315958
ZNF385B	2	-	180306708	180726232
CERKL	2	-	182402910	182521733
ZNF804A	2	+	185463092	185804219
FSIP2	2	+	186603354	186698016
ZSWIM2	2	-	187692561	187713897
HECW2	2	-	197059093	197457335
SATB2	2	-	200134222	200322819
ALS2CR11	2	-	202352147	202483898
BMPR2	2	+	203241658	203432474
PARD3B	2	+	205410515	206484886
NRP2	2	+	206548014	206644438
MDH1B	2	-	207602486	207630271
UNC80	2	+	210636762	210864020
ERBB4	2	-	212240441	213403565
IKZF2	2	-	213870086	214016327
SPAG16	2	+	214149112	215275225
XRCC5	2	+	216972186	217071026
PNKD	2	+	219135207	219211516
TMBIM1	2	-	219138914	219157300
EPHA4	2	-	222282748	222437010
SGPP2	2	+	223289235	223425667
CUL3	2	-	225334866	225450065
TRIP12	2	-	230628553	230786725
ITM2C	2	+	231729614	231743962
NGEF	2	-	233743395	233877982
SH3BP4	2	+	235860616	235964358
AGAP1	2	+	236402750	237035198
FAM132B	2	+	239067648	239075695
HDAC4	2	-	239969863	240322643
HDLBP	2	-	242168626	242254707
SH3YL1	2	-	218152	264179
TPO	2	+	1417232	1546498
PXDN	2	-	1635658	1748278
TSSC1	2	-	3192695	3381653
TRAPPC12	2	+	3383445	3483338
COLEC11	2	+	3642681	3692048
DCDC2C	2	+	3751181	3894998
RNF144A	2	+	7057522	7184313
KIDINS220	2	-	8868986	8977755
MBOAT2	2	-	8992819	9143942
CPSF3	2	+	9563696	9613230
GRHL1	2	+	10091826	10142405
NOL10	2	-	10711780	10830093
ATP6V1C2	2	+	10861774	10925236
ROCK2	2	-	11319886	11484711
LPIN1	2	+	11886713	11967535
NBAS	2	-	15307032	15701454
RAD51AP2	2	-	17691850	17699706
SMC6	2	-	17846713	17981462
GEN1	2	+	17935124	17970208
KCNS3	2	+	18059113	18114221
WDR35	2	-	20110020	20189883
HS1BP3	2	-	20817581	20850849
APOB	2	-	21224300	21266945
TDRD15	2	+	21346788	21366144
KLHL29	2	+	23608087	23931476
FAM228B	2	+	24346349	24392506
RP11-507M3.1	2	+	24347235	24413305
ITSN2	2	-	24425732	24583583
NCOA1	2	+	24714800	24993571
CENPO	2	+	25016013	25045245
EFR3B	2	+	25264998	25382006
DTNB	2	-	25600111	25896503
ASXL2	2	-	25956621	26101385
RAB10	2	+	26256978	26360323
HADHB	2	+	26467762	26513336
EPT1	2	+	26568981	26618759
OTOF	2	-	26680070	26781566
SLC35F6	2	+	26987155	27004099
DPYSL5	2	+	27070968	27173219
TRIM54	2	+	27505259	27530303
NRBP1	2	+	27650656	27665126
AC109829.1	2	+	27760252	27790011
RBKS	2	-	28004230	28113965
PLB1	2	+	28718937	28866613
FAM179A	2	+	29204163	29284239
ALK	2	-	29415639	30144432
LCLAT1	2	+	30670101	30867090
GALNT14	2	-	31133332	31361592
XDH	2	-	31557186	31637581
MEMO1	2	-	32090128	32235626
SPAST	2	+	32288679	32382705
BIRC6	2	+	32582095	32843966
TTC27	2	+	32853128	33046118
RASGRP3	2	+	33661390	33789817
FAM98A	2	-	33808724	33824429
VIT	2	+	36923832	37041930
STRN	2	-	37070782	37193615
HEATR5B	2	-	37208039	37311485
EIF2AK2	2	-	37326352	37384190
PRKD3	2	-	37477644	37545037
CDC42EP3	2	-	37869024	37899678
ATL2	2	-	38522021	38604404
GALM	2	+	38893051	38961910
DHX57	2	-	39024870	39103049
ARHGEF33	2	+	39117020	39202590
SOS1	2	-	39208536	39348192
CDKL4	2	-	39405687	39456673
MAP4K3	2	-	39476406	39664453
THUMPD2	2	-	39963444	40006407
SLC8A1	2	-	40342170	40739501
EML4	2	+	42396489	42559688
MTA3	2	+	42795656	42936684
THADA	2	-	43457974	43823185
PLEKHH2	2	+	43864411	43995126
LRPPRC	2	-	44113646	44223144
PPM1B	2	+	44396015	44458611
PREPL	2	-	44545904	44588633
CAMKMT	2	+	44589102	44999731
SRBD1	2	-	45615818	45838420
EPAS1	2	+	46524540	46613842
RHOQ	2	+	46769866	46810260
RP11-761B3.1	2	-	47293079	47403650
MSH2	2	+	47630107	47710367
FBXO11	2	-	48034058	48115858
STON1-GTF2A1L	2	+	48757063	48906742
STON1	2	+	48757309	48825651
GTF2A1L	2	+	48844976	48906746
RP11-310N16.1	2	-	48859429	48982863
ASB3	2	-	53897117	54014079
GPR75-ASB3	2	-	53897429	54087297
CHAC2	2	+	53994928	54002333
PSME4	2	-	54091203	54197977
SPTBN1	2	+	54683421	54896812
EML6	2	+	54951678	55199154
CLHC1	2	-	55402784	55459294
PPP4R3B	2	-	55774427	55844749
EFEMP1	2	-	56093101	56151274
CCDC85A	2	+	56411257	56613308
VRK2	2	+	58134785	58387002
FANCL	2	-	58386381	58468485
BCL11A	2	-	60684332	60780633
PUS10	2	-	61169103	61245389
KIAA1841	2	+	61293067	61351415
USP34	2	-	61414597	61697904
XPO1	2	-	61704983	61765418
COMMD1	2	+	62132781	62363382
EHBP1	2	+	62933000	63273622
WDPCP	2	-	63348517	63815933
MDH1	2	+	63815742	63834331
UGP2	2	+	64068843	64118696
VPS54	2	-	64120189	64246206
PELI1	2	-	64319785	64371588
SERTAD2	2	-	64858754	64881047
MEIS1	2	+	66662531	66801001
ETAA1	2	+	67624450	67637677
C1D	2	-	68268261	68290115
RP11-474G23.1	2	-	68358369	68488362
PPP3R1	2	-	68405988	68479663
ANTXR1	2	+	69240309	69476459
GFPT1	2	-	69546911	69614380
AAK1	2	-	69694918	69870849
ANXA4	2	+	69969105	70054232
SNRNP27	2	+	70120691	70132349
C2orf42	2	-	70377011	70418203
SNRPG	2	-	70508493	70520903
TGFA	2	-	70674411	70781147
ADD2	2	-	70883915	70995309
CLEC4F	2	-	71035774	71047732
ATP6V1B1	2	+	71163011	71192527
AC007040.11	2	-	71166447	71222466
PAIP2B	2	-	71409868	71454213
ZNF638	2	+	71558893	71662191
DYSF	2	+	71680851	71913898
EXOC6B	2	-	72403112	73053170
SFXN5	2	-	73169164	73298965
ALMS1	2	+	73612885	73837046
TET3	2	+	74213530	74335303
TTC31	2	+	74710215	74722013
M1AP	2	-	74785009	74875164
HK2	2	+	75061107	75120486
TACR1	2	-	75273589	75426826
EVA1A	2	-	75719443	75788039
MRPL19	2	+	75873928	75897879
GCFC2	2	-	75889831	75938115
SUCLG1	2	-	84650646	84686604
TRABD2A	2	-	85048773	85108369
TCF7L1	2	+	85360532	85537511
ELMOD3	2	+	85581842	85618871
USP39	2	+	85843291	85876403
ST3GAL5	2	-	86066266	86116137
IMMT	2	-	86371054	86422893
REEP1	2	-	86441115	86564777
CHMP3	2	-	86730553	86790600
RNF103-CHMP3	2	-	86732790	86948245
RGPD1	2	+	87144737	87241104
KRCC1	2	-	88326723	88355248
THNSL2	2	+	88470978	88486145
EIF2AK3	2	-	88856260	88927094
RPIA	2	+	88991161	89050452
IGKV1-8	2	-	89157029	89309948
PROM2	2	+	95940200	95957051
